File,Year,Workplace,Position,FullName,TotalIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/2017082220500810.xlsx,2016,Государственная администрация Кеминского района Чуйской области,Глава,Супатаев Тынарбек Усубалиевич,383927.0,383 927 с.-по месту основной работы,"","","","","","",дом,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709131656065.xlsx,2016,Аппарат Президента КР,Заместитель секретаря Совета обороны КР,Курманалиев Алмазбек Абдиназарович,1034172.18,"845 172,18 с.-по месту основной работы",189 000 с.-пенсия,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201609262315200.xlsx,2015, Жогорку Кенеш Кыргызской Республики,Заведующий отделом,Садыков Канатбек Рахманбердиевич,727299.0,"677 299 (з/п),       50 000 (матер помощь)","","","","","","",квартира,48.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201609261733233.xlsx,2015,Аппарат Правительства Кыргызской Республики,Эксперт,Тургунова Дильбар Тургуновна,463331.0,463331,"","","","",1068899,"",квартира,45.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017090817453810.xlsx,2016,Мэрия гор. Талас,Руководитель аппарата,Досалиев Мундузбай Джаныбаевич,584708.0,334 708 с.-по месту основной работы,"","","","","","",дом,"161,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",250 000 с.-от предприн. деятельности,"","","","","","","","","",павильон,15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201708232243459.xlsx,2016,Государственная администрация Чон-Алайского района Ошской области,Первый заместитель главы,Тагаев Ысмаил Орозбаевич,3486599.0,662 309 с.-по месту основной работы,300 000 с.-от продажи с/х продукции и скота,"","","","","",дом,168,гараж,20,земельный участок,"1,80 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,2010г.,"","","","","","","","",799 146 с.. - по месту основной работы,1 224 000 с. - от продажи квартиры,350 000 с. -от продажи автомобиля,151 144 с.- пенсия,"","",2 448 000 с.,"","","",дом,105,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607072154475.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Никитенко Наталья Владимировна,694575.0,694 575 сомов,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607072156341.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Орозова Карамат Бабашевна,1219896.66,"1 219 896,66 сомов","","","","","","",дом,"0,8 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607081742333.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Исакунова Таалайкул Базаркуловна,1808639.6,"725 325,29 сомов","","","","","","",квартира,"61,3",квартира,"162,0",парковочное место,"18,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус GX470, 2004г.V=4664Б, куз.JTJBT20X940062962","","","","","","","","","1 083 314,31 сомов","","","","","","","","","",дом,450,земельный участок,8 сот,земельный участок,6 сот,многолетние насаждения,10 сот,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608101714136.xlsx,2015,Межрайонный суд г.Бишкек,Судья,Садырова Чинара Идрисовна,918749.0,617629,"","","","","","",квартира,63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",301120,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус GX470,     V-4664, 2005 г.в","","","","","","","","","","","","","","","","","",""
files/201607192113434.xlsx,2015,Государственный комитет национальной безопасности Кыргызской Республики,Заместитель председателя,Мамасадыков Рустам Алайбекович,2464000.0,844 000 - з/пл,800 000 - доходы от реализ.скота,"","","","","",квартира,83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",120 000 - з/пл,700 000 - доходы получ. от сдачи квартиры в аренду,"","","","",3 016 000 (собственные средства),"","","",дом,230,дачный дом,30,квартира,72,квартира,72,квартира,35,квартира,70,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус RX350, 2006г вып., V-3500",акции,,"","","","","","","","","","","","","","","",""
